Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD
2,54110,1,24601,VC,FAIL MAINT LIC PLATE LAMP,N,I,,,173300,19650917,,*
2,54377,1,24602(A),VC,FOG TAILLAMPS VIOL,N,I,,,173300,19810101,,*
2,54194,1,24603,VC,STOPLAMP VIOLATIONS,N,I,,,173300,19890101,,*
2,54574,1,24603(A),VC,STOPLAMPS:VEH MUST HAVE,N,I,,,173300,19890101,,*
2,54144,1,24603(B),VC,STOPLAMPS VIOL:SPEC VEH,N,I,,,173300,19650917,,*
2,54649,1,24603(D),VC,STOPLAMPS:VEH 2 REQUIRED,N,I,,,173300,19880916,,*
2,54518,1,24603(E),VC,STOPLAMPS VIOL:N/VISIBLE,N,I,,,173300,19650917,,*
2,54195,1,24604,VC,NO LAMP/FLAG/ETC EXT LOAD,N,I,,,173300,19650917,,*
2,54478,1,24605(A),VC,TOW TRUCK TAILLAMP VIOL,N,I,,,173300,19890101,,*
2,54479,1,24605(B),VC,TOW TRK TAIL/STOP LMP VIO,N,I,,,173300,19890101,,*
2,54307,1,24606,VC,BACKUP LAMPS VIOLATION,N,I,,,173300,19820101,,*
2,54499,1,24607(A),VC,REAR VEH REFLECTOR VIOL,N,I,,,173300,19910101,,*
2,54500,1,24607(B),VC,REF:VEH MFG/REG A/1-1-65,N,I,,,173300,19910101,,*
2,54714,1,24608(A),VC,LGHT REFL TRK/TRLR FR/SID,,I,,,173300,20190101,,*
2,54715,1,24608(B),VC,LT REFL 30+TRK/TRLR FR/SD,,I,,,173300,20190101,,*
1,52552,1,24610,PC,MFG/ETC UNDETECT FIREARM,*,F,,,62200,20120101,,*
1,52553,1,24610,PC,MFG/ETC UNDETECT FIREARM,,M,,,92500,20120101,,*
2,54716,1,24612(A),VC,FLR DISP REFL MAT ON TRLR,,I,,,173300,20190101,,*
2,54213,1,24615,VC,SLOW MOVE VEH EMBLEM VIOL,N,I,,,173300,19720503,,*
1,52554,1,24710,PC,MFG/SALE/POSS WALLET GUN,*,F,,,62200,20120101,,*
1,52555,1,24710,PC,MFG/SALE/POSS WALLET GUN,,M,,,92500,20120101,,*
2,54347,1,24800,VC,DRIVE W/PARK LIGHTS ONLY,N,I,,,173300,19610331,,*
2,54673,1,24950,VC,TRN SIG REQ - TOWING TRLR,,I,,,173300,20190101,,*
2,54431,1,24951(B),VC,TURN SIGNAL VIOLATION,N,I,,,173300,19760101,,*
2,54316,1,24952,VC,VIOL VISBLTY REQ:TURN SIG,N,I,,,173300,19650917,,*
2,54387,1,24953(A),VC,TURN SIGNAL LAMP VIOL,N,I,,,173300,19730101,,*
1,52446,1,25100(A),PC,CRIM STORE F/ARM:1ST DEG,,F,,,63990,20120101,,*
1,52638,1,25100(A),PC,CRIM STORE F/ARM:1ST DEG,*,M,,,100450,20120101,,*
2,54717,1,25100(A),VC,CLEAR/SIDE MARKR LAMP REQ,,I,,,173300,20190101,,*
1,52447,1,25100(B),PC,CRIM STORE F/ARM:2ND DEG,,M,,,100450,20120101,,*
1,52639,1,25100(C),PC,CRIM STORE F/ARM:3RD DEG,,M,,,146000,20140101,,*
2,54442,1,25102,VC,SIDE LAMPS VIOL,N,I,,,173300,19560918,,*
2,54703,1,25103(A)(B),VC,VEH LD LFT 1+ FT AMB LMP,,I,,,173300,20190101,,*
2,54704,1,25103(B),VC,VEH LD LFT 1+ FT RED LMP,,I,,,173300,20190101,,*
2,54705,1,25104(A),VC,RED FLG REQ OVERWIDTH DAY,,I,,,173300,20190101,,*
2,54408,1,25106(A),VC,FRONT FENDER/ETC LAMP VIO,N,I,,,173300,19800101,,*
2,54604,1,25106(B),VC,LAMP REQUIREMENT VIOLATIO,N,I,,,173300,19680101,,*
2,54443,1,25109,VC,FRONT RUNNING LAMPS VIOL,N,I,,,173300,19650917,,*
1,26111,1,25110,CC,OFR/SELL UNQUALIF SECURTY,,F,,,49300,19690102,,*
2,54687,1,25110(A)(1),VC,FLOOD LAMP EXCEEDS 75 FT,,I,,,173300,20190101,,*
1,52641,1,25135,PC,F/A:RESDNCE W/PROHIB PRSN,,M,,,146000,20140101,,*
2,52662,1,25140(A),PC,F/A:UNATND VEH LOCK TRUNK,,I,,,173000,20170101,20201108,*
1,55168,1,25160(B)(1),HS,TRNSP HAZ WAST NO PAPR:PR,,F,,,77825,19850101,,*
1,55169,1,25160(B)(1),HS,TRNSP HAZ WASTE NO PAPERS,*,M,,,99290,19850101,,*
1,55170,1,25163(A)(1),HS,TRNSP HAZ WASTE NO REG:PR,,F,,,77825,19920101,,*
1,55171,1,25163(A)(1),HS,TRNSP HAZ WAST W/O REG,*,M,,,99292,19780101,,*
1,31228,1,25177,BP,SELL REFILL DISTD SPIRITS,,M,,,175100,19540101,,*
1,55285,1,25185.6,HS,HAZ WASTE DISPOSAL SECRET,,M,,,99300,20160101,,*
1,55133,1,25189(C),HS,INTENTNAL DISP HAZD WASTE,,M,,,166870,19800910,,*
1,55134,1,25189(D),HS,NEGLIGENT DISP HAZD WASTE,,M,,,166870,19820101,,*
1,55105,1,25189.5(A),HS,DISPOSE HAZARD WASTE VIOL,,F,,,66900,19820712,,*
1,55097,1,25189.5(B),HS,DISPOSE HAZARD WASTE VIOL,,F,,,66900,19850101,,*
1,55100,1,25189.5(C),HS,TRANSPORT HAZARDOUS WASTE,,F,,,66900,19850101,,*
1,55118,1,25189.5(D),HS,HAZARD WASTE STORAGE VIOL,,F,,,66900,19891002,,*
1,55135,1,25189.6(A),HS,RECKLESS TRANSP HAZ WASTE,*,F,,,66900,19890101,,*
1,55136,1,25189.6(A),HS,RECKLESS TRANSP HAZ WASTE,,M,,,99295,19890101,,*
1,55187,1,25189.6(B),HS,ENDANGER:HAZ MAT:SBI/DTH,,F,,,5350,19900101,,*
1,55252,1,25189.7(A),HS,BURN HAZ WASTE W/OUT PERM,,M,,,99295,19780101,,*
1,55144,1,25191(B)(1),HS,FALSIFY HAZ WASTE RPT/ETC,,M,,,99300,19950101,,*
1,55148,1,25191(B)(5),HS,TRNSP HAZ/WASTE:NO MANFST,,M,,,99300,19950101,,*
1,55149,1,25191(B)(6),HS,STORE/ETC/TRNSP HAZ WASTE,,M,,,99300,19950101,,*
2,52453,1,25200(A),PC,F/A ACCES BY CHILD:PREMIS,,M,,,91540,20120101,20131231,*
1,52645,1,25200(A),PC,F/A ACCES BY CHLD:PREMISE,,M,,,91540,20140101,,*
1,52644,1,25200(B),PC,F/A ACCES CHLD:BRNG SCHOL,,M,,,91530,20140101,,*
2,52493,1,25200(B)(3),PC,F/A ACCES BY CHILD:SCHOOL,,M,,,91530,20120101,20131231,*
1,55132,1,25217.1,HS,DISP LATEX PAINT:LAND/WAT,,M,,,166882,19920101,,*
1,26594,1,25230(A),CC,INVEST ADVISER W/OUT CERT,,M,,,99700,19690102,,*
2,52666,1,25250,PC,REPORT LOSS/THEFT FIREARM,,I,,,73400,20170701,20201113,*
2,54612,1,25250,VC,ILLEGAL FLASHING LIGHTS,,I,,,173300,19630920,,*
1,52696,1,25250(A),PC,FAIL REPORT 3+ LOST F/ARM,,M,,,121200,20170701,,*
2,52697,1,25250(B),PC,FAIL RPRT RECOVERED F/ARM,,I,,,173400,20170701,,*
1,52698,1,25250(B),PC,FL RPRT RECOVERD F/ARM 3+,,M,,,121200,20170701,,*
2,55138,1,25250.5,HS,IMP DISP/ETC USED/ETC OIL,,M,,,166884,19870101,,*
2,54674,1,25251(A),VC,TRN SIG FLSHD VEH DISABLE,,I,,,173300,20190101,,*
2,54685,1,25253(A),VC,WARNING LAMPS ON TOW TRK,,I,,,173300,20190101,,*
2,54525,1,25268,VC,MISUSE:AMBER WRNING LGHTS,N,I,,,173300,19610915,,*
2,54707,1,25270,VC,IMPRP USE WRN LAMPS PILOT,,I,,,173300,20190101,,*
2,52699,1,25275(A),PC,FLS RPRT LOST/STLN F/ARM,,I,,,17300,20161109,,*
1,52589,1,25300(A),PC,MASKD CRMNL POS F/ARM:PUB,,F,,,62615,20120101,,*
1,52700,1,25300(A),PC,MSKD PERSN POSS F/ARM PUB,*,M,,,72600,20120101,,*
1,41058,1,25351,BP,POSS ALC BEV:CAN BE SEIZD,,M,,,139100,19530909,,*
1,52479,1,25400(A)(1),PC,CCW IN VEHICLE,*,F,,,32600,20120101,,*
1,52480,1,25400(A)(1),PC,CCW IN VEHICLE,,M,,,91500,20120101,,*
1,52475,1,25400(A)(2),PC,CCW ON PERSON,*,F,,,61500,20120101,,*
1,52476,1,25400(A)(2),PC,CCW ON PERSON,,M,,,91500,20120101,,*
1,52477,1,25400(A)(3),PC,CCW IN VEHICLE:OCCUPANT,*,F,,,61500,20120101,,*
1,52478,1,25400(A)(3),PC,CCW IN VEHICLE:OCCUPANT,,M,,,91500,20120101,,*
2,54594,1,25400(B),VC,DIFFUSED LIGHT:NO RED,N,I,,,173300,19680716,,*
1,52474,1,25400(C)(1),PC,CCW IN VEH W/PR FEL CONV,,F,,,32600,20120101,,*
1,52473,1,25400(C)(2),PC,CARRY CONCEALED STLN WPN,,F,,,32600,20120101,,*
1,52472,1,25400(C)(3),PC,CCW CRIM ST GANG:ACTIVE,,F,,,32600,20120101,,*
1,52471,1,25400(C)(4),PC,CCW PROHIB/UNLAWFUL POSS,,F,,,32600,20120101,,*
1,52469,1,25400(C)(5),PC,CCW W/SPECIFIC CONVICTION,*,F,,,32600,20120101,,*
1,52470,1,25400(C)(5),PC,CCW W/SPECIFIC CONVICTION,,M,,,91500,20120101,,*
1,52597,1,25400(C)(6),PC,CCW ON PERSON:LOADED,,M,,,91500,20120101,,*
1,52598,1,25400(C)(6),PC,CCW ON PERSON:LOADED,*,F,,,32600,20120101,,*
1,52660,1,25400(C)(6)(B),PC,CCW OWNER NOT REG W/DOJ,*,M,,,91500,20120101,,*
1,52661,1,25400(C)(6)(B),PC,CCW OWNER NOT REG W/DOJ,,F,,,32600,20120101,,*
1,52663,1,25400(F),PC,CCW LOADED NOT REG W/DOJ,,F,,,32600,20120101,,*
1,26156,1,25401,CC,SEL/BUY SECURITY BY FRAUD,,F,,,14711,19690102,,*
1,55253,1,25507(A),HS,FAIL RPT RELEASE HAZ MAT,,M,,,99300,19850101,,*
1,26140,1,25540,CC,VIOL CORP SECURITIES LAW,,F,,,49100,19690102,,*
1,55172,1,25540(B),HS,VIOL HAZ MATERIAL PROCEDR,,M,,,99400,19870101,,*
1,26120,1,25541,CC,FRAUD:USE DEVICE/SCHEME,,F,,,14710,19690102,,*
1,41052,1,25601,BP,DISORDERLY HOUSE,,M,,,126900,19530909,,*
1,41055,1,25602(A),BP,SELL ALC TO INTOX PERSON,,M,,,139400,19790101,,*
1,58020,1,25603,BP,BRING LIQUOR INTO PRISON,,F,,,34000,19530909,,*
1,41032,1,25604,BP,UNLICENSED CLUB ROOM,,M,,,140100,19530909,,*
1,41059,1,25606,BP,HIDE/ETC ILL LIQ/ETC:VEH,,M,,,96100,19530909,,*
1,41056,1,25607(A),BP,LICENSEE POSS UNAUTH LIQ,,M,,,140300,19850101,,*
1,41034,1,25608,BP,POSS LIQUOR SCHOOL PROP,,M,,,140400,19630920,,*
2,41079,1,25608.1,BP,NO ALC BEV:OPEN/CLSD:SPEC,N,I,,,175800,20080630,,*
1,41060,1,25609,BP,SEL/ETC SUBSTUTE BRND:LIQ,,M,,,140500,19530909,,*
1,41069,1,25612.5(C)(1),BP,FAIL TO POST:NO LOITERING,,M,,,163400,19951010,,*
1,41077,1,25612.5(C)(10),BP,APP OPER STNDRS VIOLATION,,M,,,163400,19951010,,*
1,41070,1,25612.5(C)(2),BP,LIC FAIL POST REQ SIGN,,M,,,163400,19951010,,*
1,41071,1,25612.5(C)(3),BP,NO ALC BEV CONSMD:RTL EST,,M,,,140200,19951010,,*
1,41072,1,25612.5(C)(4),BP,EXTR PREMS/ETC:ILLUMINATE,,M,,,163400,19951010,,*
1,41073,1,25612.5(C)(5),BP,LITTER CLEANED DAILY,,M,,,163400,19951010,,*
1,41074,1,25612.5(C)(6),BP,GRAFFITI REMOVED W/IN 72H,,M,,,163400,19951010,,*
1,41075,1,25612.5(C)(7),BP,UNOBSTRUCTED VIEW FOR LEP,,M,,,163400,19951010,,*
1,41076,1,25612.5(C)(8),BP,PUBLIC PHONE:REQ DEVICE,,M,,,163400,19951010,,*
1,41067,1,25616,BP,FALSIFY RECORDS:SALES ALC,,M,,,84600,19540101,,*
2,41063,1,25620,BP,POSS OPEN ALCOHOL:PUBLIC,N,I,,,175800,19800628,,*
1,41035,1,25631,BP,SELL ALCOHOL AFTER HOURS,,M,,,139500,19530909,,*
1,41036,1,25632,BP,PERMIT ALC CONSUMP AFT HR,,M,,,140200,19530909,,*
2,54605,1,25650,VC,MOTORCYC H/LAMP:1REQ/2PRM,N,I,,,173300,19360101,,*
2,54230,1,25651,VC,MOTORCYCLE HEADLAMP VIOL,N,I,,,173300,19590918,,*
1,41037,1,25657(A),BP,HIRE PROCURE LIQUOR SALE,,M,,,138000,19530909,,*
1,41038,1,25657(B),BP,PERMIT ALCOHOL SOLICITING,,M,,,138000,19530909,,*
1,43029,1,25658(A),BP,SELL/ETC LIQUOR TO MINOR,,M,,,175390,19530909,,*
1,8001,1,25658(B),BP,MINOR BUY LIQUOR IN BAR,,M,,,175390,19530909,,*
1,43030,1,25658(C),BP,LET MINOR DRINK LIQUOR,,M,,,175390,19570911,,*
2,8032,1,25658.5,BP,MINOR ATTEMPT TO BUY ALC,N,I,,,175390,19880101,,*
1,31278,1,25659.5(A),BP,KEG ID TAG VIOLATION,,M,,,140300,19940101,,*
1,31245,1,25659.5(C),BP,POSS KEG BEER W/O REQ ID,,M,,,140300,19940101,,*
1,41078,1,25659.5(D),BP,BUY KEG BEER W/FALSE ID,,M,,,140300,19951010,,*
1,43033,1,25660.5,BP,FURNISH MINOR W/FALSE ID,,M,,,138200,19570911,,*
2,8002,1,25661,BP,POSS/USE FALSE ID OF AGE,,M,,,138300,19530909,20071231,*
1,8042,1,25661(A),BP,POSS/USE FALSE ID OF AGE,,M,,,175100,20080101,,*
1,41062,1,25662(A),BP,MINOR POSSESS ALCOHOL,,M,,,138400,19890101,,*
1,43041,1,25663(A),BP,USE MINOR LIQUOR PREMISES,,M,,,138500,19850101,,*
1,43044,1,25663(B),BP,UNSUPV MNR SALE LIQUOR,,M,,,138500,19850101,,*
1,43032,1,25664,BP,ADV:ENCORAGE MNR TO DRINK,,M,,,138700,19530909,,*
1,8004,1,25665,BP,MINOR IN LIQUOR PREMISES,,M,,,138600,19550907,,*
1,52568,1,25800(A),PC,CARRY LOAD F/ARM:COMT FEL,*,F,,,62610,20120101,,*
1,52569,1,25800(A),PC,CARRY LOAD F/ARM:COMT FEL,,M,,,91540,20120101,,*
1,52436,1,25850(A),PC,CRRY LOAD F/ARM PUB PLACE,,M,,,91540,20120101,,*
1,52624,1,25850(A),PC,CRRY LOAD F/ARM:PUB:S/CIR,*,F,,,64520,20120101,,*
1,52438,1,25850(C)(1),PC,CARRY LOAD F/ARM:PR FEL,,F,,,64520,20120101,,*
1,52439,1,25850(C)(2),PC,CARRY STOLEN LOADED F/ARM,,F,,,64520,20120101,,*
1,52440,1,25850(C)(3),PC,CRRY LOAD F/ARM:GANG MEMB,,F,,,64520,20120101,,*
1,52441,1,25850(C)(4),PC,C/LOADED F/ARM:PROHIB/ETC,,F,,,64520,20120101,,*
1,52442,1,25850(C)(5),PC,CARRY LOAD F/ARM:SPEC PRS,*,F,,,64520,20120101,,*
1,52443,1,25850(C)(5),PC,CARRY LOAD F/ARM:SPEC PRS,,M,,,91540,20120101,,*
1,52444,1,25850(C)(6),PC,CRRY LOAD H/GUN:NOT OWNER,*,F,,,64820,20120101,,*
1,52445,1,25850(C)(6),PC,CRRY LOAD H/GUN:NOT OWNER,,M,,,91540,20120101,,*
2,54171,1,25950,VC,VEH LAMPS/ETC COLOR VIOL,N,I,,,173300,19800711,,*
2,54553,1,26100,VC,SELL/USE UNAP LIGHT EQUIP,N,I,,,173300,19800101,,*
1,52489,1,26100(A),PC,DRVR/ETC ALLOW F/A IN VEH,,M,,,120400,20120101,,*
2,52487,1,26100(B),PC,DRVR/ETC ALLOW F/A DISCHG,*,F,,,64500,20120101,20201108,*
2,52488,1,26100(B),PC,DRVR/ETC ALLOW F/A DISCHG,,M,,,91540,20120101,20201108,*
2,52490,1,26100(C),PC,SHOOT AT PERSON FROM VEH,,F,,,7600,20120101,20201108,*
1,52491,1,26100(D),PC,DISCHARGE F/ARM FROM VEH,*,F,,,64500,20120101,,*
1,52492,1,26100(D),PC,DISCHARGE F/A FROM VEH,,M,,,91540,20120101,,*
2,54357,1,26101,VC,EQUIP MODIFY DEVICE VIOL,N,I,,,173300,19980101,,*
1,52494,1,26180(A),PC,FALSE INFO ON WPN LIC,,M,,,120900,20120101,,*
1,52701,1,26180(B),PC,FALSE INFO ON WEAPON LIC,,F,,,72600,20120101,,*
2,54718,1,26302(A),VC,BRAK REQ FOR TRLERS 6000+,,I,,,173300,20190101,,*
2,54719,1,26302(C),VC,BRAK REQ TRLER 6000+ 1982,,I,,,173300,20190101,,*
2,54691,1,26304(A),VC,BREAKAWAY DEVICE REQ VEH,,I,,,173300,20190101,,*
2,54314,1,26311(A),VC,SERVICE BRAKES VIOLATION,N,I,,,173300,19820101,,*
1,52702,1,26350(A)(1)(A),PC,CRY UNLD HGN OUT VEH PUB,,M,,,91600,20120101,,*
1,52703,1,26350(A)(1)(B),PC,CRY UNLD HGN OUT VEH UNIN,,M,,,91600,20120101,,*
1,52704,1,26350(A)(1)(C),PC,CRY UNLD HGN OUT VEH PHIB,,M,,,91600,20120101,,*
1,52508,1,26350(A)(2)(A),PC,CARRY UNLOAD H/GUN PUBLIC,,M,,,120400,20120101,,*
1,52705,1,26350(A)(2)(B),PC,CRY UNLD HGN IN VEH UNINC,,M,,,91600,20120101,,*
1,52706,1,26350(A)(2)(C),PC,CRY UNLD HGN IN VEH PHIB,,M,,,91600,20120101,,*
2,52640,1,26400(A),PC,CRRY UNLD F/A NOT H/GUN,,M,,,91540,20130101,20201113,*
1,52707,1,26400(A)(2),PC,CRY UNLD F/A NT HGN PHIB,,M,,,91540,20130101,,*
2,54720,1,26451(A),VC,INADEQUATE PARKING BRAKE,,I,,,173300,20190101,,*
2,54468,1,26452,VC,VEH BRK SYS VIOL:MTR FAIL,N,I,,,173300,19590918,,*
2,54143,1,26453(A),VC,BRAKE SYS CONDITION VIOL,N,I,,,173300,19590918,,*
1,52587,1,26500(A),PC,SELL/ETC FIREARMS W/O LIC,,M,,,120700,20120101,,*
2,54721,1,26505,VC,VEH W/AIRBRKS PRES GA REQ,,I,,,173300,20190101,,*
2,54722,1,26506(B),VC,AIR PRESS WARNING DEV REQ,,I,,,173300,20190101,,*
2,54142,1,26700,VC,NO WINDSHIELDS,N,I,,,173300,19590918,,*
2,54204,1,26701(D),VC,WRONG COLOR:WINDO/ETC MAT,N,I,,,173300,19681113,,*
2,54233,1,26703(B),VC,SAFETY GLAZING MATRL VIOL,N,I,,,173300,19770101,,*
2,54340,1,26706,VC,WINDSHIELD WIPER VIOL,N,I,,,173300,19590918,,*
2,54196,1,26708(A),VC,OPR VEH:WINDOW OBSTRUCTED,N,I,,,173300,19900101,20081231,*
2,54571,1,26708(A)(1),VC,OPR VEH:WINDOW OBSTRUCTED,N,I,,,173300,20090101,,*
2,54614,1,26708(A)(2),VC,OPR VEH:WINDOW OBSTRUCTED,,I,,,173300,20110101,,*
2,54015,1,26708.5,VC,WINDOW INSTAL/ETC MAT VIO,N,I,,,173300,19880101,,*
2,54308,1,26709(A),VC,REARVIEW MIRROR VIOLATION,N,I,,,173300,19870101,,*
2,54226,1,26709(B),VC,VEH SIDEVIEW MIRROR VIOL,N,I,,,173300,19701123,,*
2,54138,1,26710,VC,DEFECTIVE WINDSHIELD/ETC,N,I,,,173300,19590918,,*
2,54451,1,27000(A),VC,VEHICLE HORN VIOLATION,N,I,,,173300,19590918,,*
2,54309,1,27001,VC,MISUSE VEHICLE HORN,N,I,,,173300,19770101,,*
2,54620,1,27002,VC,NON EMERG VEH W/SIREN,N,I,,,173300,19800101,,*
2,54164,1,27007,VC,LOUD OUTSIDE VEH AMP SYS,N,I,,,173300,19790101,,*
2,54116,1,27150(A),VC,INADEQUATE MUFFLERS,N,I,,,173300,19780101,,*
2,54165,1,27151,VC,ILL MOD EXHAUST SYS:NOISE,N,I,,,173300,19590918,,*
2,54510,1,27152,VC,EXHAUST PIPE VIOLATION,N,I,,,173300,19810101,,*
2,54324,1,27153,VC,EXCESSIVE EXHAUST VIOL,N,I,,,173300,19720503,,*
2,54300,1,27154,VC,GASTIGHT EXHAUST SYS VIOL,N,I,,,173300,19590918,,*
2,54229,1,27155,VC,FUEL TANK CAP VIOLATION,N,I,,,173300,19650717,,*
2,54410,1,27156(A),VC,OPR/ETC GROSS POLLUTER,N,I,,,173300,19940330,,*
2,54534,1,27156(B),VC,NOT EQUIPED W/SMOG DEVICE,N,I,,,173300,19940330,,*
1,32065,1,27174.2,SH,CLIMB/TRESPASS BRIDGE/ETC,,M,,,135400,19550907,,*
2,52633,1,27235,PC,GUNSHOW CONTRACT W/VENDOR,,M,,,175890,20120101,20201108,*
1,52708,1,27240(A),PC,FAIL POST SIGN GUNSHOW,,M,,,174000,20120101,,*
2,52709,1,27305,PC,GNSHW VNDR W/O WRTN CERT,,I,,,175890,20120101,,*
1,52710,1,27305,PC,GNSHW VNDR W/O CERT W/PR,,M,,,121900,20120101,,*
2,52711,1,27310,PC,GNSHW INCMPL GUN TRANSFER,,I,,,174500,20120101,,*
1,52712,1,27310,PC,GNSHW INCMPL GN TRNSFR PR,,M,,,121700,20120101,,*
2,52713,1,27315,PC,GUNSHOW DISPLAY OF AMMO,,I,,,175890,20120101,,*
1,52714,1,27315,PC,GNSHW DISPLAY OF AMMO PR,,M,,,121800,20120101,,*
2,54011,1,27315,VC,SEATBELT VIOLATION,N,I,,,173300,19980101,,*
2,54111,1,27315(E),VC,PASNGR 16+ NO SAFETY BELT,N,I,,,173300,19960101,,*
2,54197,1,27315(F),VC,OPR VEH:UNSAFE SEATBELTS,N,I,,,173300,19880101,,*
1,54429,1,27317,VC,SEL/ETC PREV DEPLOY AIRBG,,M,,,101130,20000101,,*
2,52715,1,27320(A),PC,GUNSHOW INFO REQ FRM VNDR,,I,,,175890,20120101,,*
1,52716,1,27320(A),PC,GNSHW INFO RQ FRM VNDR PR,,M,,,121900,20120101,,*
2,52717,1,27325,PC,GUNSHOW MISSING NAME TAG,,I,,,175890,20120101,,*
1,52718,1,27325,PC,GNSHW MISSING NAME TAG PR,,M,,,121900,20120101,,*
2,52719,1,27330,PC,GNSHW POSS F/ARM + AMMO,,I,,,174500,20120101,,*
1,52720,1,27330,PC,GNSHW POSS F/ARM+AMMO PR,,M,,,121700,20120101,,*
2,52721,1,27335,PC,GUNSHOW MINOR W/O PARENT,,I,,,175890,20120101,,*
1,52722,1,27335,PC,GNSHW MNR W/O PARENT PR,,M,,,121900,20120101,,*
2,52723,1,27340(A),PC,GUNSHOW FAIL SIGN GN TAG,,I,,,175890,20120101,,*
1,52724,1,27340(A),PC,GNSHW FL SIGN GUN TAG PR,,M,,,121900,20120101,,*
2,52725,1,27340(B),PC,GUNSHOW BRING GUN UNLAW,,I,,,174500,20120101,,*
1,52726,1,27340(B),PC,GNSHW BRING GUN UNLAW PR,,M,,,121700,20120101,,*
2,52727,1,27345,PC,GNSHW FL PRESENT FOTO ID,,I,,,175890,20120101,,*
1,52728,1,27345,PC,GNSHW FL PRSNT FOTO ID PR,,M,,,121900,20120101,,*
2,54166,1,27360(A),VC,UNRSTRAINED TOT:PARNT:VEH,N,I,,,173300,19820527,,*
2,54198,1,27360(B),VC,UNRESTRAINED TOT IN VEH,N,I,,,173300,19820527,,*
2,54199,1,27360.5(A),VC,UNBELTED TOT 4+:PARNT VEH,N,I,,,173300,19950101,,*
2,54523,1,27360.5(B),VC,TRNSPRT TOT-16 W/O RSTRNT,N,I,,,173300,19950101,,*
2,54627,1,27375(A),VC,OPERATE LIMO W/O EXITS,,I,,,173300,20140102,,*
2,54628,1,27375(B),VC,FAIL UNLOCK LIMO:EMERGNCY,,I,,,173300,20140101,,*
2,54380,1,27400,VC,HEADSET/ETC VIOL:VEH/BIKE,N,I,,,173300,19860101,,*
1,26359,1,27443(A),GC,PUB OFCR:PUR PROP:CONFLCT,,F,,,51500,19681113,,*
1,26335,1,27443(B),GC,PUB OFCL:TRNS/ETC:CNFLICT,,F,,,51500,19730307,,*
2,54332,1,27459,VC,SNOWTIRE/CHAIN VIO:POSTED,N,I,,,173300,19590918,,*
2,54205,1,27465(B),VC,TIRE TREAD DEPTH VIOL,N,I,,,173300,19850701,,*
1,26599,1,27491,GC,FAIL TO NOTIFY CORONER,,M,,,147800,19610101,,*
1,29139,1,27491.3,GC,TAMP/ETC LOK/ETC:PROP:DED,,M,,,133600,19780101,,*
1,52586,1,27500(A),PC,SELL F/ARM TO PROHIB PRSN,,F,,,16455,20120101,,*
1,52584,1,27500(B),PC,SELL/ETC F/ARM:PROHIB CLS,*,F,,,62010,20120101,,*
1,52595,1,27500(B),PC,SELL/ETC F/ARM:PROHIB CLS,,M,,,92500,20120101,,*
2,54516,1,27501(B),VC,TIRE N/CONFORMANCE W/REG,N,I,,,173300,19760326,,*
2,52582,1,27505(A),PC,SELL/ETC FIREARM TO MINOR,*,F,,,62010,20120101,20201108,*
2,52583,1,27505(A),PC,SELL/ETC FIREARM TO MINOR,,M,,,92500,20120101,20201108,*
1,52729,1,27510(A),PC,DLR SELL/ETC F/ARM TO MNR,*,M,,,105100,20120101,,*
1,52730,1,27510(A),PC,DLR SELL/ETC F/ARM TO MNR,,F,,,62010,20120101,,*
2,52580,1,27515,PC,SEL/LOAN/ETC F/ARM:S/CIRC,*,F,,,62010,20120101,20201108,*
2,52581,1,27515,PC,SEL/LOAN/ETC F/ARM:S/CIRC,,M,,,92500,20120101,20201108,*
2,52495,1,27520,PC,SELL/ETC C/F/ARM/ETC:-AGE,,M,,,92500,20120101,20201108,*
2,52496,1,27520,PC,SELL/ETC C/F/ARM/ETC:-AGE,*,F,,,16455,20120101,20201108,*
1,52577,1,27545,PC,UNLIC SALE/TRAN/ETC F/ARM,*,F,,,16455,20120101,,*
1,52578,1,27545,PC,UNLIC SALE/TRAN/ETC F/ARM,,M,,,92500,20120101,,*
1,52731,1,27585(A),PC,IMPRT/TRNSP F/ARM INTO ST,*,M,,,92500,20150101,,*
1,52732,1,27585(A),PC,IMPRT/TRNSP F/ARM INTO ST,,F,,,62010,20150101,,*
2,54214,1,27600,VC,SPEC VEH FENDER/ETC VIOL,N,I,,,173300,19710101,,*
2,54550,1,27602(A),VC,OPR VEH WITH TV VISIBLE,N,I,,,173300,19800520,,*
2,54413,1,27605,VC,OPR UNAUTH POLICE VEHICLE,N,I,,,173300,19820101,,*
2,54684,1,27700(A),VC,TOW TRK VIOL OF EQUIP REQ,,I,,,173300,20190101,,*
2,54538,1,27801(A),VC,MOTORCYCLE SEAT VIOLATION,N,I,,,173300,19720503,,*
2,54577,1,27802(B),VC,SELL/USE SFTY HELMET VIOL,N,I,,,173300,19700101,,*
2,54606,1,27803(A),VC,DRV/PASS WEAR APRV HELMET,N,I,,,173300,19850101,,*
2,54200,1,27803(B),VC,MOTORCYCLE/ETC:HELMET VIO,N,I,,,173300,19920101,,*
2,54469,1,27900(A),VC,HIRE VEH/ETC:ID DSPL VIOL,N,I,,,173300,19990101,,*
